text,aspect,polarity,label
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,positive,0
This place would be so much better served by being run by a group that actually understands customer service.,served,negative,1
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,positive,0
We left after one drink.,drink,neutral,2
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,1
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive,0
Very good wine choices.,wine choices,positive,0
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,positive,0
He has visited Thailand and is quite expert on the cuisine.,cuisine,positive,0
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,positive,0
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,neutral,2
Salads are a delicious way to begin the meal.,meal,positive,0
"Only wine and beer are served, but the house varities are actually quite good.",house varities,positive,0
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,negative,1
"Excellent atmosphere, delicious dishes good and friendly service.",service,positive,0
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,positive,0
"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,2
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",location,positive,0
The fried rice is amazing here.,fried rice,positive,0
"But for whatever reason, prices are about twice as high.",prices,negative,1
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,positive,0
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,2
"Besides, when you have bad service, that's less money you have to tip.",money,negative,1
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive,0
honestly the worst sushi my husband and i had in our entire lives.,sushi,negative,1
Winnie and her staff are the best crew you can find serving you.,serving,positive,0
"Check it out, it won't hurt your stomach or your wallet.",stomach,positive,0
Fish was overdone.,Fish,negative,1
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",turnip soup with pureed basil,positive,0
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,negative,1
The filet mignon dish was superb!,filet mignon dish,positive,0
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,positive,0
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,neutral,2
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,negative,1
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,neutral,2
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive,0
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,positive,0
"The food is fresh, delicious, and reasonably priced.",food,positive,0
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive,0
The service is fine and they allow you to enjoy the view.,service,positive,0
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door,positive,0
No one asked what was wrong as we left with nothing touched on our plates.,plates,neutral,2
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,0
Service was very good and warm.,Service,positive,0
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,positive,0
The bar is very well stocked with interesting beers and well priced wines.,bar,positive,0
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,neutral,2
The entire place and the treatment we received felt as a conveyor belt.,place,negative,1
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,positive,0
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",pickles,positive,0
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Pastrami or corned beef,positive,0
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive,0
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative,1
people are rude bit again it's new york!,people,negative,1
"The prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive,0
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",pastrami,positive,0
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral,2
